"Douglass_narrative" "EK_adrift" "EK_ourVisit" "EK_suppressed" "freedman_body1" "freedman_body2" "freedman_intro1" "freedman_intro2" "TWH_denmark" "TWH_gabriel" "TWH_leaves" "TWH_natTurner"
"newspapers" 0.00271237929912119 0.00211514869495326 0 0 0 0 0 0 0.0359163149860824 0.190949016612564 0.0174886323889472 0.0643293663557414
"ourselves" 0.0216990343929695 0.00634544608485977 0.0773395204949729 0 0.0313348652600794 0.00949667616334283 0 0 0.00897907874652061 0 0 0.0107215610592902
"parker" 0 0 0 0 0.0313348652600794 0.123456790123457 0.110987791342952 0.0705218617771509 0.0179581574930412 0 0 0.0214431221185805
"placed" 0.0298361722903331 0.00423029738990651 0 0 0.0104449550866931 0 0 0.105782792665726 0.0269372362395618 0 0 0.0321646831778707
"presently" 0 0.0317272304242988 0 0 0.0104449550866931 0 0 0 0.0179581574930412 0.0572847049837693 0.0349772647778944 0
"religion" 0.0515352066833026 0 0 0 0 0.00949667616334283 0 0 0.00897907874652061 0 0.0174886323889472 0.0107215610592902
"shore" 0.00542475859824238 0.0380726765091586 0 0 0 0.0189933523266857 0 0 0 0 0 0.0107215610592902
"sound" 0.0108495171964848 0.0274969330343923 0.025779840164991 0.0217155266015201 0 0.00949667616334283 0 0 0 0 0.0174886323889472 0
"suppose" 0.0189866550938483 0.0126908921697195 0.0773395204949729 0 0.0104449550866931 0.00949667616334283 0 0 0.0179581574930412 0 0 0
"th" 0.00271237929912119 0 0.0128899200824955 0.0434310532030402 0 0.056980056980057 0 0.176304654442877 0 0.0572847049837693 0 0.0321646831778707
"thirty" 0.00542475859824238 0.0126908921697195 0 0.01085776330076 0.0104449550866931 0.0189933523266857 0.110987791342952 0.0705218617771509 0.00897907874652061 0.0381898033225129 0.0174886323889472 0.0428862442371609
"tied" 0.0352609308885755 0.00634544608485977 0.025779840164991 0 0.0208899101733863 0.00949667616334283 0 0.0352609308885755 0 0 0 0.0107215610592902
"usual" 0.0135618964956059 0.00423029738990651 0.0128899200824955 0.0325732899022801 0.0313348652600794 0.00949667616334283 0 0 0.0179581574930412 0 0 0.0643293663557414
"wished" 0.0244114136920907 0.0148060408646728 0 0 0 0.00949667616334283 0 0.0352609308885755 0.0269372362395618 0 0.0174886323889472 0.0107215610592902
"wounded" 0.00271237929912119 0.0211514869495326 0.025779840164991 0.01085776330076 0.0104449550866931 0.0379867046533713 0 0.105782792665726 0 0 0 0.0107215610592902
"anxious" 0.0162742757947271 0.0211514869495326 0 0.0325732899022801 0 0 0 0 0 0.0190949016612564 0.0174886323889472 0.0107215610592902
"battle" 0.00542475859824238 0.0232666356444858 0.025779840164991 0.0217155266015201 0 0.0379867046533713 0 0 0.00897907874652061 0 0 0
"boston" 0 0.0211514869495326 0.0128899200824955 0.0542888165038002 0 0 0 0 0.00897907874652061 0.0763796066450258 0 0.0107215610592902
"breakfast" 0.00813713789736357 0.0253817843394391 0.0128899200824955 0 0 0.0474833808167142 0 0.0352609308885755 0 0 0 0
"bushes" 0 0.0465332712889716 0 0 0 0 0 0 0 0 0 0
"cause" 0.0216990343929695 0.00634544608485977 0.025779840164991 0.01085776330076 0.0208899101733863 0.00949667616334283 0 0.0352609308885755 0.00897907874652061 0.0190949016612564 0 0.0214431221185805
"commenced" 0.0352609308885755 0.00423029738990651 0 0 0.0208899101733863 0 0 0 0.00897907874652061 0.0381898033225129 0 0.0214431221185805
"common" 0.0244114136920907 0.0105757434747663 0 0 0.0104449550866931 0.00949667616334283 0 0 0.0179581574930412 0 0.0349772647778944 0.0214431221185805
"don^t" 0 0.00846059477981302 0.0128899200824955 0 0.0208899101733863 0.104463437796771 0.221975582685905 0 0.00897907874652061 0 0 0.0107215610592902
"dozen" 0.00813713789736357 0.0274969330343923 0.025779840164991 0.01085776330076 0 0 0 0.0352609308885755 0 0 0.0174886323889472 0.0107215610592902
"eight" 0.0108495171964848 0.0190363382545793 0 0 0.0104449550866931 0.00949667616334283 0 0.0352609308885755 0 0.0190949016612564 0 0.0536078052964512
"fired" 0 0.00634544608485977 0.025779840164991 0 0 0.0949667616334283 0 0.0705218617771509 0.0179581574930412 0 0.0174886323889472 0.0214431221185805
"houses" 0.0135618964956059 0.0253817843394391 0 0 0.0208899101733863 0 0 0.0352609308885755 0.00897907874652061 0 0 0.0107215610592902
"itself" 0.0162742757947271 0.0190363382545793 0.0128899200824955 0 0.0104449550866931 0 0.110987791342952 0 0 0.0381898033225129 0 0.0214431221185805
"knowledge" 0.0189866550938483 0.00846059477981302 0 0.01085776330076 0.0104449550866931 0.00949667616334283 0 0 0.0359163149860824 0.0190949016612564 0 0.0321646831778707
"leading" 0.00813713789736357 0.0211514869495326 0.0386697602474865 0 0 0 0 0 0.0179581574930412 0.0190949016612564 0.0349772647778944 0.0107215610592902
"mine" 0.0135618964956059 0.0126908921697195 0 0.01085776330076 0.0208899101733863 0.056980056980057 0 0 0 0 0.0349772647778944 0
"n" 0 0.00846059477981302 0.0644496004124774 0.0977198697068404 0 0 0 0 0 0.0381898033225129 0.0349772647778944 0
"neither" 0.0271237929912119 0.00211514869495326 0.0128899200824955 0.01085776330076 0.0313348652600794 0.00949667616334283 0 0.0705218617771509 0.00897907874652061 0.0190949016612564 0 0.0107215610592902
"news" 0 0.0211514869495326 0 0 0.0104449550866931 0.0189933523266857 0 0.0352609308885755 0.00897907874652061 0 0.0349772647778944 0.0536078052964512
"nigger" 0.0189866550938483 0.00846059477981302 0 0 0.0104449550866931 0.0664767331433998 0.110987791342952 0 0 0 0.0349772647778944 0
"plans" 0.0108495171964848 0.00634544608485977 0.0128899200824955 0 0.0104449550866931 0.0189933523266857 0 0 0.044895393732603 0 0 0.0643293663557414
"present" 0.0162742757947271 0.00211514869495326 0 0.0217155266015201 0.0104449550866931 0.00949667616334283 0 0 0.0538744724791236 0.0381898033225129 0.0349772647778944 0.0107215610592902
"stay" 0.0135618964956059 0.0126908921697195 0.0128899200824955 0.0325732899022801 0.0104449550866931 0.0284900284900285 0 0 0.00897907874652061 0 0.0174886323889472 0.0107215610592902
"telling" 0.0189866550938483 0.0232666356444858 0 0.01085776330076 0 0 0 0.0352609308885755 0.00897907874652061 0 0.0174886323889472 0
"understand" 0.0162742757947271 0.00846059477981302 0.051559680329982 0.0651465798045603 0.0104449550866931 0 0 0 0 0 0.0174886323889472 0
"wait" 0.0108495171964848 0.0317272304242988 0 0.01085776330076 0 0.0189933523266857 0 0 0 0 0 0
"williams" 0 0 0 0 0.083559640693545 0.0854700854700855 0 0.176304654442877 0 0 0 0
"worth" 0.00542475859824238 0.016921189559626 0.025779840164991 0.0217155266015201 0 0.0284900284900285 0 0 0.0179581574930412 0.0190949016612564 0 0.0214431221185805
"added" 0.0135618964956059 0.00634544608485977 0.0386697602474865 0.0217155266015201 0 0 0 0 0.0269372362395618 0.0190949016612564 0.0349772647778944 0.0214431221185805
"affair" 0.00813713789736357 0.00211514869495326 0 0 0 0.00949667616334283 0 0 0.0269372362395618 0.0572847049837693 0.0174886323889472 0.0964940495336121
"afraid" 0.00542475859824238 0.0190363382545793 0 0 0.0104449550866931 0.056980056980057 0 0 0 0 0.0174886323889472 0.0214431221185805
"ahead" 0.00813713789736357 0.0380726765091586 0 0 0 0 0 0 0 0 0 0
"appearance" 0.0189866550938483 0.0211514869495326 0.0128899200824955 0 0.0104449550866931 0 0 0 0.0179581574930412 0 0 0
"bound" 0.0108495171964848 0 0.051559680329982 0.01085776330076 0.0104449550866931 0.0379867046533713 0 0 0.0269372362395618 0.0190949016612564 0.0174886323889472 0.0214431221185805
"carry" 0.0135618964956059 0.016921189559626 0 0 0.0313348652600794 0.00949667616334283 0 0 0.00897907874652061 0.0381898033225129 0.0174886323889472 0
"child" 0.0271237929912119 0.00846059477981302 0 0 0.0208899101733863 0 0 0 0.00897907874652061 0 0 0.0428862442371609
"die" 0.0162742757947271 0 0.0128899200824955 0 0.0104449550866931 0.0379867046533713 0 0 0.0269372362395618 0 0.104931794333683 0
"different" 0.0135618964956059 0.00423029738990651 0 0 0 0.0284900284900285 0 0 0.044895393732603 0.0190949016612564 0.0524658971668416 0.0214431221185805
"duty" 0.0135618964956059 0.00211514869495326 0 0.0217155266015201 0.0104449550866931 0.0189933523266857 0 0 0.0359163149860824 0 0.0524658971668416 0.0321646831778707
"enjoyed" 0.0216990343929695 0.0148060408646728 0.0128899200824955 0 0.0104449550866931 0.00949667616334283 0 0 0.0179581574930412 0 0.0174886323889472 0
"failed" 0.0189866550938483 0.00423029738990651 0 0.01085776330076 0.0104449550866931 0 0.110987791342952 0 0.0359163149860824 0.0381898033225129 0 0.0321646831778707
"farm" 0.0352609308885755 0.00211514869495326 0 0 0.0208899101733863 0.00949667616334283 0 0 0.0269372362395618 0.0190949016612564 0 0
"fighting" 0 0.00423029738990651 0.051559680329982 0.0651465798045603 0.0208899101733863 0.0474833808167142 0 0 0 0.0190949016612564 0 0.0107215610592902
"finding" 0.0216990343929695 0.0274969330343923 0 0 0 0 0 0 0 0 0 0
"frequently" 0.0488228273841814 0.00211514869495326 0 0 0.0104449550866931 0.00949667616334283 0 0 0 0 0 0
"hanway" 0 0 0 0 0 0.0854700854700855 0 0.423131170662906 0 0 0 0
"hugh" 0.056959965281545 0 0 0 0 0 0 0 0 0 0 0
"inquired" 0.0189866550938483 0.0211514869495326 0 0.01085776330076 0.0104449550866931 0 0 0.0352609308885755 0.00897907874652061 0 0 0
"interview" 0 0.00211514869495326 0.116009280742459 0.0977198697068404 0 0.00949667616334283 0 0 0 0.0190949016612564 0 0
"jail" 0.0244114136920907 0 0 0 0.0626697305201588 0.0284900284900285 0 0 0.0179581574930412 0.0190949016612564 0 0
"kill" 0.0216990343929695 0.00211514869495326 0.0128899200824955 0.01085776330076 0.0104449550866931 0.0474833808167142 0 0 0.00897907874652061 0.0190949016612564 0 0.0214431221185805
"letters" 0.0135618964956059 0 0 0.0217155266015201 0 0.0379867046533713 0.110987791342952 0 0.0179581574930412 0.0763796066450258 0.0349772647778944 0.0107215610592902
"lost" 0.00813713789736357 0.0190363382545793 0.0386697602474865 0.01085776330076 0.0104449550866931 0.0189933523266857 0 0 0.00897907874652061 0 0 0.0107215610592902
"lying" 0.00813713789736357 0.0211514869495326 0 0 0 0.0474833808167142 0 0 0.00897907874652061 0 0 0.0214431221185805
"michael" 0.056959965281545 0 0 0 0 0 0 0 0 0 0 0
"offered" 0 0.0105757434747663 0 0.0325732899022801 0.0208899101733863 0.0284900284900285 0 0.0352609308885755 0.0269372362395618 0.0572847049837693 0 0.0107215610592902
"order" 0.0162742757947271 0.00846059477981302 0.0128899200824955 0.0325732899022801 0 0.0189933523266857 0 0 0.0269372362395618 0.0190949016612564 0 0.0107215610592902
"petersburg" 0 0.0317272304242988 0 0 0 0 0 0 0 0.0381898033225129 0 0.0428862442371609
"position" 0 0.00634544608485977 0.0386697602474865 0.0542888165038002 0.0522247754334656 0.00949667616334283 0 0 0.0179581574930412 0 0 0.0214431221185805
"rapidly" 0 0.0317272304242988 0.0128899200824955 0 0 0 0 0 0 0.0190949016612564 0 0.0428862442371609
"religious" 0.0379733101876966 0.00634544608485977 0 0 0 0 0 0 0.00897907874652061 0.0190949016612564 0 0.0214431221185805
"save" 0.00813713789736357 0.00634544608485977 0.0386697602474865 0.0217155266015201 0.0417798203467725 0.00949667616334283 0 0.0352609308885755 0 0.0572847049837693 0.0174886323889472 0
"secret" 0.00271237929912119 0.00211514869495326 0 0.01085776330076 0.0104449550866931 0.0189933523266857 0 0 0.0808117087186855 0.0763796066450258 0 0.0214431221185805
"success" 0.0189866550938483 0.00211514869495326 0 0 0 0.00949667616334283 0 0 0.0538744724791236 0.0572847049837693 0.0524658971668416 0
"trust" 0.00271237929912119 0.0232666356444858 0.025779840164991 0.01085776330076 0.0208899101733863 0.00949667616334283 0 0 0.0179581574930412 0 0 0.0107215610592902
"whipping" 0.0461104480850602 0.00211514869495326 0.0128899200824955 0 0.0208899101733863 0 0 0 0 0 0 0
"altogether" 0.00813713789736357 0.0105757434747663 0.051559680329982 0.0325732899022801 0.0208899101733863 0.00949667616334283 0 0 0 0.0190949016612564 0.0174886323889472 0
"avoid" 0.00813713789736357 0.0274969330343923 0 0.0217155266015201 0 0.00949667616334283 0 0 0 0.0190949016612564 0 0
"bear" 0.0271237929912119 0.00846059477981302 0.0128899200824955 0.0217155266015201 0.0104449550866931 0 0 0 0.00897907874652061 0 0 0.0107215610592902
"blacks" 0 0 0 0.01085776330076 0 0 0 0.0352609308885755 0.0269372362395618 0.114569409967539 0.0349772647778944 0.0750509274150316
"broken" 0.00813713789736357 0.0190363382545793 0.0128899200824955 0 0.0417798203467725 0 0 0.0352609308885755 0.00897907874652061 0 0 0.0107215610592902
"chance" 0.0135618964956059 0.0211514869495326 0 0 0 0.0284900284900285 0 0.0352609308885755 0 0 0 0.0107215610592902
"circumstances" 0.0298361722903331 0.00211514869495326 0.0128899200824955 0.0325732899022801 0 0.00949667616334283 0 0.0352609308885755 0.00897907874652061 0 0 0.0107215610592902
"closely" 0.00271237929912119 0.0253817843394391 0.025779840164991 0 0.0104449550866931 0.0284900284900285 0 0 0 0.0190949016612564 0 0
"color" 0.00271237929912119 0.0211514869495326 0 0 0 0 0 0 0.0538744724791236 0.0381898033225129 0.0174886323889472 0
"confidence" 0.00813713789736357 0.00211514869495326 0 0.0217155266015201 0.0522247754334656 0 0 0 0.0359163149860824 0.0190949016612564 0.0349772647778944 0.0214431221185805
"cross" 0.0162742757947271 0.0148060408646728 0 0 0.0104449550866931 0 0 0 0 0 0.0174886323889472 0.0536078052964512
"cut" 0.0162742757947271 0.016921189559626 0.0128899200824955 0.01085776330076 0 0.00949667616334283 0 0 0.0179581574930412 0.0190949016612564 0 0
"dead" 0.0135618964956059 0.0148060408646728 0.0128899200824955 0 0.0104449550866931 0.0379867046533713 0 0.0352609308885755 0 0 0 0.0107215610592902
"doing" 0.0216990343929695 0.00423029738990651 0.0128899200824955 0 0.0417798203467725 0.0284900284900285 0 0 0.00897907874652061 0 0.0174886323889472 0
"dr" 0 0 0.0128899200824955 0.01085776330076 0.0626697305201588 0.0759734093067426 0 0.0352609308885755 0 0 0.0174886323889472 0.0214431221185805
"events" 0.00271237929912119 0 0.025779840164991 0.0217155266015201 0.0104449550866931 0.0284900284900285 0.221975582685905 0.0705218617771509 0.0179581574930412 0.0572847049837693 0.0349772647778944 0
"experience" 0.0189866550938483 0 0 0 0.083559640693545 0 0 0 0.00897907874652061 0 0.0524658971668416 0.0107215610592902
"fellow" 0.00813713789736357 0.0274969330343923 0 0 0 0.00949667616334283 0 0 0.0179581574930412 0.0190949016612564 0 0
"fresh" 0.00813713789736357 0.0190363382545793 0 0.01085776330076 0.0104449550866931 0 0.110987791342952 0 0 0.0190949016612564 0.0174886323889472 0.0321646831778707
"guide" 0 0.0338423791192521 0 0 0 0 0 0.141043723554302 0 0 0 0
"latter" 0.0135618964956059 0.0148060408646728 0.0128899200824955 0.01085776330076 0.0104449550866931 0.0189933523266857 0.110987791342952 0 0 0 0 0.0214431221185805
"lives" 0.0135618964956059 0.00211514869495326 0.0128899200824955 0 0.0417798203467725 0.0284900284900285 0 0.0352609308885755 0.0179581574930412 0.0190949016612564 0 0.0214431221185805
"ll" 0.0271237929912119 0 0.0773395204949729 0.0217155266015201 0 0 0 0 0 0 0.0349772647778944 0
"lord" 0.0108495171964848 0 0 0.0651465798045603 0 0.00949667616334283 0 0 0 0 0.139909059111577 0.0107215610592902
"month" 0.0162742757947271 0.00211514869495326 0 0.0217155266015201 0.0522247754334656 0.00949667616334283 0 0.0352609308885755 0.00897907874652061 0.0381898033225129 0.0174886323889472 0
"opinion" 0.0162742757947271 0.00634544608485977 0 0.0868621064060803 0 0.00949667616334283 0 0 0.0179581574930412 0 0 0
"pretty" 0.00813713789736357 0.0317272304242988 0.0128899200824955 0 0.0104449550866931 0 0 0 0 0 0 0
"previous" 0.00813713789736357 0.0105757434747663 0.025779840164991 0.01085776330076 0 0.00949667616334283 0 0.0352609308885755 0.00897907874652061 0.0381898033225129 0 0.0428862442371609
"quiet" 0 0.0274969330343923 0.051559680329982 0 0.0208899101733863 0 0 0.0352609308885755 0 0 0 0
"refused" 0.0162742757947271 0 0 0.0217155266015201 0.0522247754334656 0.00949667616334283 0 0.141043723554302 0 0.0190949016612564 0 0.0107215610592902
"safe" 0.0135618964956059 0.016921189559626 0 0 0.0417798203467725 0.0189933523266857 0 0 0 0 0 0.0107215610592902
"saturday" 0.0244114136920907 0.00634544608485977 0.0128899200824955 0 0.0104449550866931 0.00949667616334283 0 0 0.0179581574930412 0.0572847049837693 0 0
"seldom" 0.0515352066833026 0 0 0 0 0 0 0 0 0.0190949016612564 0 0
"shoot" 0.0135618964956059 0.00423029738990651 0 0 0.0522247754334656 0.0474833808167142 0 0.0352609308885755 0 0 0 0.0214431221185805
"spread" 0 0.0190363382545793 0 0.01085776330076 0 0.0189933523266857 0 0.0352609308885755 0.00897907874652061 0.0190949016612564 0 0.0536078052964512
"views" 0.00813713789736357 0 0.0644496004124774 0.0977198697068404 0.0208899101733863 0.00949667616334283 0 0 0 0 0 0
"advised" 0.00542475859824238 0.016921189559626 0 0.01085776330076 0.0104449550866931 0.0189933523266857 0 0.0352609308885755 0.0269372362395618 0 0 0.0107215610592902
"aid" 0.0135618964956059 0 0 0.0217155266015201 0.0104449550866931 0 0 0.0352609308885755 0.0359163149860824 0.0190949016612564 0 0.0536078052964512
"beautiful" 0.0135618964956059 0.0253817843394391 0 0 0 0 0 0 0 0 0.0349772647778944 0
"become" 0.0162742757947271 0.00846059477981302 0 0 0.0313348652600794 0.0284900284900285 0 0 0 0.0381898033225129 0.0174886323889472 0
"benjamin" 0 0 0.154679040989946 0.0325732899022801 0.0104449550866931 0 0 0 0 0.0190949016612564 0 0.0214431221185805
"blue" 0 0.0338423791192521 0 0 0 0.00949667616334283 0 0 0 0 0.0174886323889472 0.0107215610592902
"broke" 0.0162742757947271 0.016921189559626 0 0 0.0104449550866931 0.0189933523266857 0 0 0 0 0 0.0214431221185805
"c" 0.0162742757947271 0.00423029738990651 0.0386697602474865 0.01085776330076 0 0 0 0 0.00897907874652061 0.0572847049837693 0.0174886323889472 0.0214431221185805
"con" 0 0 0 0 0 0 0 0 0.0897907874652061 0.0954745083062822 0 0.0428862442371609
"darkness" 0.0135618964956059 0.0190363382545793 0 0 0.0208899101733863 0 0 0 0 0.0190949016612564 0.0174886323889472 0.0107215610592902
"drew" 0.0108495171964848 0.0148060408646728 0 0.01085776330076 0.0417798203467725 0.0189933523266857 0 0 0.00897907874652061 0 0 0
"employment" 0.0461104480850602 0 0 0 0.0208899101733863 0 0 0 0 0 0 0
"falls" 0.00271237929912119 0.0317272304242988 0.025779840164991 0 0 0 0 0 0 0 0 0.0107215610592902
"folks" 0 0.0296120817293456 0 0 0 0 0 0 0 0 0.0174886323889472 0.0428862442371609
"forever" 0.0271237929912119 0.00211514869495326 0.025779840164991 0.0325732899022801 0.0104449550866931 0.00949667616334283 0 0 0 0 0 0.0107215610592902
"gabriel" 0 0 0 0 0 0 0 0 0 0.362803131563872 0 0
"gate" 0.0189866550938483 0.0148060408646728 0 0 0 0.0284900284900285 0 0 0 0 0 0.0214431221185805
"generally" 0.0189866550938483 0.00634544608485977 0 0 0.0417798203467725 0 0 0 0.044895393732603 0 0 0
"human" 0.0216990343929695 0.00211514869495326 0 0 0.0104449550866931 0.0379867046533713 0 0 0.00897907874652061 0 0.0174886323889472 0.0321646831778707
"joined" 0.00271237929912119 0.00846059477981302 0.0128899200824955 0 0.0104449550866931 0.00949667616334283 0 0.0352609308885755 0.0359163149860824 0.0190949016612564 0.0174886323889472 0.0428862442371609
"lancaster" 0 0 0 0 0.083559640693545 0.0854700854700855 0 0.0705218617771509 0 0 0 0
"learning" 0.0379733101876966 0 0.0128899200824955 0.01085776330076 0.0104449550866931 0.00949667616334283 0 0 0.00897907874652061 0 0 0
"length" 0.0189866550938483 0.0148060408646728 0 0.01085776330076 0 0 0 0 0.0179581574930412 0.0190949016612564 0.0174886323889472 0
"noise" 0.00271237929912119 0.0338423791192521 0 0 0 0 0 0 0 0 0.0174886323889472 0.0107215610592902
"notice" 0.00542475859824238 0.016921189559626 0 0.01085776330076 0 0.0189933523266857 0 0.0352609308885755 0.00897907874652061 0.0381898033225129 0.0174886323889472 0.0107215610592902
"outside" 0.00542475859824238 0.0211514869495326 0 0 0.0208899101733863 0.0189933523266857 0 0.105782792665726 0 0 0 0
"paper" 0.00813713789736357 0.00846059477981302 0.0128899200824955 0.0217155266015201 0.0104449550866931 0 0 0 0.0179581574930412 0.0572847049837693 0.0174886323889472 0.0214431221185805
"papers" 0.00271237929912119 0.00634544608485977 0.0386697602474865 0.01085776330076 0 0.00949667616334283 0 0 0.00897907874652061 0.0572847049837693 0 0.0643293663557414
"resolved" 0.0298361722903331 0.00211514869495326 0 0 0.0313348652600794 0.00949667616334283 0 0.0352609308885755 0 0.0190949016612564 0 0.0107215610592902
"risk" 0.00271237929912119 0.00846059477981302 0.025779840164991 0.0325732899022801 0.0313348652600794 0.0284900284900285 0 0 0.00897907874652061 0.0190949016612564 0 0.0107215610592902
"safety" 0.00542475859824238 0.0148060408646728 0.0128899200824955 0.0217155266015201 0 0.00949667616334283 0 0.0352609308885755 0.0269372362395618 0.0190949016612564 0 0.0107215610592902
"seized" 0.0244114136920907 0 0 0 0.0104449550866931 0.0379867046533713 0 0.0352609308885755 0.0269372362395618 0.0190949016612564 0 0
"send" 0.0108495171964848 0.00634544608485977 0 0.0760043431053203 0 0.0189933523266857 0 0.0352609308885755 0 0 0 0.0214431221185805
"severe" 0.0379733101876966 0.00423029738990651 0 0 0.0208899101733863 0 0 0 0.00897907874652061 0 0 0
"situation" 0.0216990343929695 0.00423029738990651 0.0128899200824955 0.01085776330076 0.0104449550866931 0.00949667616334283 0 0 0.0359163149860824 0 0 0.0107215610592902
"son" 0.0189866550938483 0.00634544608485977 0 0 0.0104449550866931 0.0379867046533713 0 0.0352609308885755 0.0179581574930412 0 0.0174886323889472 0
"sort" 0.0216990343929695 0.00423029738990651 0 0.01085776330076 0.0104449550866931 0.00949667616334283 0 0 0.0179581574930412 0 0.0524658971668416 0.0107215610592902
"stairs" 0 0.0211514869495326 0 0 0 0.0664767331433998 0 0.0705218617771509 0 0 0 0
"stated" 0 0 0 0.0217155266015201 0.0104449550866931 0.0189933523266857 0.110987791342952 0 0.044895393732603 0.0954745083062822 0 0.0321646831778707
"stream" 0.00271237929912119 0.0338423791192521 0 0 0 0 0 0.0352609308885755 0.00897907874652061 0 0 0
"street" 0.0216990343929695 0.00634544608485977 0.0128899200824955 0 0 0 0 0 0.0538744724791236 0.0190949016612564 0 0
"suddenly" 0.00271237929912119 0.016921189559626 0 0.0217155266015201 0.0104449550866931 0 0 0.0352609308885755 0.00897907874652061 0 0.0524658971668416 0.0214431221185805
"suppressed" 0.00271237929912119 0.00211514869495326 0 0.162866449511401 0 0 0 0 0.00897907874652061 0.0190949016612564 0 0
"treated" 0.0108495171964848 0.00423029738990651 0 0.0325732899022801 0.0104449550866931 0.0189933523266857 0 0 0.0359163149860824 0.0190949016612564 0.0174886323889472 0.0107215610592902
"warm" 0.0135618964956059 0.0211514869495326 0 0 0.0104449550866931 0 0 0 0 0 0.0524658971668416 0
"weeks" 0.0108495171964848 0.00423029738990651 0.0128899200824955 0.0217155266015201 0.0104449550866931 0.0189933523266857 0 0 0.0269372362395618 0.0190949016612564 0 0.0321646831778707
"wish" 0.0108495171964848 0.00846059477981302 0.0644496004124774 0.0325732899022801 0 0 0 0 0.00897907874652061 0 0.0349772647778944 0
"american" 0.00813713789736357 0 0.0128899200824955 0.01085776330076 0 0 0.110987791342952 0 0.044895393732603 0.0572847049837693 0.0349772647778944 0.0214431221185805
"board" 0.0189866550938483 0.00211514869495326 0 0.01085776330076 0 0.0189933523266857 0 0 0.0179581574930412 0.0572847049837693 0 0.0214431221185805
"boys" 0.0216990343929695 0.0105757434747663 0.0128899200824955 0 0.0104449550866931 0 0 0 0 0 0.0349772647778944 0.0107215610592902
"carolina" 0 0 0.025779840164991 0 0 0 0 0 0.0628535512256442 0.0190949016612564 0.0174886323889472 0.0750509274150316
"corn" 0.0162742757947271 0.016921189559626 0 0 0 0 0 0 0.00897907874652061 0 0.0174886323889472 0.0214431221185805
"creek" 0.00542475859824238 0.0338423791192521 0 0 0 0 0 0 0 0 0 0
"deal" 0.00813713789736357 0.016921189559626 0 0.0325732899022801 0 0.00949667616334283 0 0 0 0 0.0524658971668416 0
"e" 0 0.00211514869495326 0.116009280742459 0.0434310532030402 0.0104449550866931 0 0.110987791342952 0 0 0 0.0349772647778944 0
"edge" 0.00271237929912119 0.0296120817293456 0 0 0 0 0 0 0.00897907874652061 0 0.0174886323889472 0.0107215610592902
"father" 0.0244114136920907 0.00423029738990651 0 0 0 0.0379867046533713 0 0.0705218617771509 0 0 0 0.0107215610592902
"follow" 0.0135618964956059 0.0148060408646728 0 0.01085776330076 0.0208899101733863 0.00949667616334283 0 0 0 0 0 0.0214431221185805
"greater" 0.0162742757947271 0 0 0.01085776330076 0.0104449550866931 0 0 0.0352609308885755 0.00897907874652061 0.0381898033225129 0.0349772647778944 0.0428862442371609
"greatest" 0.0216990343929695 0.00423029738990651 0 0 0 0.00949667616334283 0 0 0 0.0381898033225129 0.0349772647778944 0.0321646831778707
"grew" 0.00542475859824238 0.0253817843394391 0.0128899200824955 0 0.0104449550866931 0 0 0 0 0 0 0.0214431221185805
"important" 0 0.00423029738990651 0.0386697602474865 0.0542888165038002 0.0313348652600794 0 0.110987791342952 0 0.00897907874652061 0.0190949016612564 0.0174886323889472 0.0107215610592902
"instead" 0.0189866550938483 0.00634544608485977 0.0128899200824955 0 0.0313348652600794 0 0 0.0352609308885755 0.00897907874652061 0.0190949016612564 0 0.0107215610592902
"line" 0.00271237929912119 0.0211514869495326 0.0128899200824955 0.01085776330076 0.0104449550866931 0.00949667616334283 0.110987791342952 0 0.00897907874652061 0 0 0.0107215610592902
"marked" 0.0271237929912119 0.00211514869495326 0 0 0 0.00949667616334283 0 0 0.0269372362395618 0 0 0.0321646831778707
"nearer" 0.00271237929912119 0.0296120817293456 0.025779840164991 0 0 0 0 0 0.00897907874652061 0 0 0
"need" 0.0162742757947271 0.00846059477981302 0 0.0434310532030402 0.0104449550866931 0 0 0 0 0 0.0349772647778944 0.0107215610592902
"occurred" 0.00542475859824238 0.0126908921697195 0.0128899200824955 0 0.0208899101733863 0.0189933523266857 0 0.0352609308885755 0 0.0381898033225129 0 0.0214431221185805
"opportunity" 0.0189866550938483 0.00846059477981302 0.0128899200824955 0 0.0313348652600794 0.00949667616334283 0 0 0.00897907874652061 0 0 0.0107215610592902
"path" 0.00542475859824238 0.0338423791192521 0 0 0 0 0 0 0 0 0 0
"perfect" 0.0108495171964848 0.0148060408646728 0 0 0 0 0 0 0.0269372362395618 0 0.0524658971668416 0.0107215610592902
"places" 0.00542475859824238 0.016921189559626 0.0128899200824955 0 0.0104449550866931 0.00949667616334283 0 0.0352609308885755 0.0179581574930412 0.0190949016612564 0 0.0107215610592902
"prison" 0.0135618964956059 0.00634544608485977 0.0128899200824955 0.01085776330076 0 0.0284900284900285 0 0.0352609308885755 0.0179581574930412 0.0190949016612564 0 0.0107215610592902
"remarked" 0.00271237929912119 0.00211514869495326 0.051559680329982 0.0760043431053203 0.0208899101733863 0 0.110987791342952 0.0352609308885755 0.00897907874652061 0 0 0
"reported" 0.00271237929912119 0 0 0.0325732899022801 0 0 0 0 0.0359163149860824 0.0572847049837693 0.0349772647778944 0.0536078052964512
