"EK-adrift" "EK-ourVisit" "EK-suppressed" "freedman-body1" "freedman-body2" "freedman-intro1" "freedman-intro2" "TWH-denmark" "TWH-gabriel" "TWH-leaves" "TWH-nat_turner"
"would" 0.397647954651212 0.476927043052333 0.912052117263844 0.553582619594736 0.512820512820513 0.110987791342952 0.317348377997179 0.377121307353866 0.305518426580103 0.209863588667366 0.192988099067224
"which" 0.433605482465417 0.283578241814901 0.369163952225841 0.208899101733863 0.303893637226971 1.44284128745838 0.423131170662906 0.484870252312113 0.553752148176437 0.629590766002099 0.418140881312319
"this" 0.234781505139811 0.567156483629802 0.629750271444082 0.490912889074577 0.484330484330484 0.776914539400666 0.38787023977433 0.457933016072551 0.477372541531411 0.577124868835257 0.578964297201673
"one" 0.439950928550277 0.232018561484919 0.217155266015201 0.511802799247963 0.37037037037037 0.554938956714761 0.38787023977433 0.359163149860824 0.305518426580103 0.577124868835257 0.46102712554948
"have" 0.18190278776598 0.708945604537252 0.477741585233442 0.428243158554418 0.43684710351377 0.443951165371809 0.38787023977433 0.529765646044716 0.687416459805232 0.717033927946835 0.46102712554948
"you" 0.0507635686788781 1.83036865171436 1.23778501628665 0.490912889074577 0.959164292497626 0.221975582685905 0 0.107748944958247 0.0190949016612564 0.297306750612102 0.0643293663557414
"all" 0.406108549431025 0.464037122969838 0.282301845819761 0.261123877167328 0.389363722697056 0.110987791342952 0.282087447108604 0.511807488551675 0.420087836547642 0.472193074501574 0.310925270719417
"is" 0.0951816912728965 0.928074245939675 0.836047774158523 0.302903697514101 0.332383665716999 0.99889012208657 0.423131170662906 0.287330519888659 0.572847049837693 1.18922700244841 0.503913369786641
"them" 0.416684292905791 0.232018561484919 0.238870792616721 0.449133068727804 0.427350427350427 0 0.599435825105783 0.260393283649098 0.248233721596334 0.402238544945785 0.289482148600836
"said" 0.247472397309531 0.322248002062387 0.488599348534202 0.490912889074577 0.911680911680912 0 0.317348377997179 0.242435126156056 0.210043918273821 0.0874431619447359 0.139380293770773
"about" 0.505520538093828 0.14178912090745 0.390879478827362 0.313348652600794 0.265906932573599 0.221975582685905 0.528913963328632 0.0808117087186855 0.0763796066450258 0.12242042672263 0.0964940495336121
"some" 0.408223698125978 0.206238721319928 0.238870792616721 0.261123877167328 0.265906932573599 0.221975582685905 0.423131170662906 0.233456047409536 0.229138819935077 0.314795383001049 0.343089953897287
"their" 0.215745166885232 0.128899200824955 0.162866449511401 0.302903697514101 0.446343779677113 0 0.38787023977433 0.583640118523839 0.458277639870155 0.664568030779993 0.396697759193739
"so" 0.319387452937942 0.309358081979892 0.260586319218241 0.386463338207646 0.303893637226971 0 0.0705218617771509 0.359163149860824 0.229138819935077 0.524658971668416 0.225152782245095
"or" 0.253817843394391 0.322248002062387 0.184581976112921 0.355128472947566 0.256410256410256 0.332963374028857 0.423131170662906 0.430995779832989 0.439182738208898 0.314795383001049 0.4395840034309
"when" 0.304581412073269 0.232018561484919 0.184581976112921 0.511802799247963 0.474833808167141 0.443951165371809 0.352609308885755 0.269372362395618 0.152759213290052 0.279818118223155 0.214431221185805
"then" 0.304581412073269 0.154679040989946 0.260586319218241 0.438688113641111 0.50332383665717 0.221975582685905 0.493653032440056 0.170602496183892 0.229138819935077 0.227352221056313 0.225152782245095
"if" 0.27919962773383 0.489816963134829 0.445168295331162 0.376018383120953 0.379867046533713 0.332963374028857 0.0705218617771509 0.224476968663015 0.133664311628795 0.209863588667366 0.192988099067224
"could" 0.410338846820932 0.128899200824955 0.271444082519001 0.240233966993942 0.284900284900285 0.110987791342952 0.141043723554302 0.170602496183892 0.210043918273821 0.139909059111577 0.203709660126514
"no" 0.258048140784297 0.515596803299819 0.293159609120521 0.428243158554418 0.180436847103514 0.221975582685905 0.317348377997179 0.278351441142139 0.286423524918847 0.279818118223155 0.235874343304385
"an" 0.247472397309531 0.283578241814901 0.260586319218241 0.16711928138709 0.151946818613485 0.887902330743618 0.246826516220028 0.332225913621262 0.26732862325759 0.647079398391046 0.428862442371609
"who" 0.239011802529718 0.193348801237432 0.11943539630836 0.323793607687487 0.408357075023742 0.776914539400666 0.352609308885755 0.413037622339948 0.286423524918847 0.227352221056313 0.343089953897287
"man" 0.283429925123736 0.270688321732405 0.162866449511401 0.271568832254021 0.427350427350427 1.10987791342952 0.352609308885755 0.242435126156056 0.152759213290052 0.104931794333683 0.235874343304385
"out" 0.365920724226913 0.180458881154937 0.217155266015201 0.376018383120953 0.303893637226971 0.221975582685905 0.105782792665726 0.0897907874652061 0.0763796066450258 0.244840853445261 0.139380293770773
"there" 0.283429925123736 0.206238721319928 0.228013029315961 0.229789011907249 0.303893637226971 0.110987791342952 0.282087447108604 0.206518811169974 0.248233721596334 0.314795383001049 0.321646831778707
"our" 0.211514869495326 0.902294405774684 0.152008686210641 0.595362439941508 0.256410256410256 0.110987791342952 0.0352609308885755 0.107748944958247 0.0954745083062822 0.262329485834208 0.0536078052964512
"very" 0.403993400736072 0.232018561484919 0.206297502714441 0.177564236473783 0.0949667616334283 0 0.105782792665726 0.14366525994433 0.152759213290052 0.314795383001049 0.0536078052964512
"been" 0.164981598206354 0.116009280742459 0.162866449511401 0.240233966993942 0.151946818613485 0.332963374028857 0.458392101551481 0.565681961030798 0.477372541531411 0.139909059111577 0.407419320253029
"men" 0.18190278776598 0.232018561484919 0.0434310532030402 0.313348652600794 0.43684710351377 0.110987791342952 0.38787023977433 0.15264433869085 0.190949016612564 0.297306750612102 0.428862442371609
"came" 0.397647954651212 0.103119360659964 0.0868621064060803 0.198454146647169 0.208926875593542 0.110987791342952 0.141043723554302 0.0808117087186855 0.0381898033225129 0.104931794333683 0.128658732711483
"up" 0.304581412073269 0.154679040989946 0.0325732899022801 0.240233966993942 0.50332383665717 0.110987791342952 0.38787023977433 0.0718326299721649 0.0381898033225129 0.12242042672263 0.0964940495336121
"went" 0.294005668598502 0.14178912090745 0.0977198697068404 0.365573428034259 0.360873694207028 0.110987791342952 0.38787023977433 0.0269372362395618 0.0190949016612564 0.0349772647778944 0.117937171652193
"down" 0.36380557553196 0.0902294405774684 0.11943539630836 0.114894505953624 0.265906932573599 0 0.211565585331453 0.0628535512256442 0.0381898033225129 0.0699545295557887 0.0643293663557414
"after" 0.26016328947925 0.0773395204949729 0.0651465798045603 0.355128472947566 0.246913580246914 0 0.246826516220028 0.197539732423453 0.0763796066450258 0.12242042672263 0.150101854830063
"into" 0.274969330343923 0.0773395204949729 0.293159609120521 0.219344056820556 0.208926875593542 0.221975582685905 0.0705218617771509 0.0897907874652061 0.171854114951308 0.0874431619447359 0.150101854830063
"are" 0.0655696095435509 0.580046403712297 0.369163952225841 0.198454146647169 0.294396961063628 0.665926748057714 0.105782792665726 0.15264433869085 0.343708229902616 0.489681706890521 0.139380293770773
"mr" 0.00211514869495326 0.65738592420727 1.085776330076 0.083559640693545 0.227920227920228 0 0.77574047954866 0.107748944958247 0.133664311628795 0.0524658971668416 0.171544976948644
"two" 0.213630018190279 0.322248002062387 0.141150922909881 0.156674326300397 0.170940170940171 0.443951165371809 0.246826516220028 0.14366525994433 0.114569409967539 0.174886323889472 0.192988099067224
"time" 0.122678624307289 0.167568961072441 0.141150922909881 0.386463338207646 0.379867046533713 0.110987791342952 0.38787023977433 0.197539732423453 0.152759213290052 0.157397691500525 0.214431221185805
"did" 0.291890519903549 0.116009280742459 0.130293159609121 0.292458742427408 0.151946818613485 0 0 0.134686181197809 0.0572847049837693 0.0699545295557887 0.0321646831778707
"house" 0.232666356444858 0.0773395204949729 0.0434310532030402 0.282013787340714 0.180436847103514 0 0.77574047954866 0.0269372362395618 0.0381898033225129 0.0349772647778944 0.257317465422966
"more" 0.10364228605271 0.219128641402423 0.260586319218241 0.146229371213704 0.237416904083571 0.110987791342952 0.0705218617771509 0.251414204902577 0.343708229902616 0.314795383001049 0.182266538007934
"will" 0.0274969330343923 0.644496004124774 0.553745928338762 0.146229371213704 0.43684710351377 0.332963374028857 0 0.0718326299721649 0.0572847049837693 0.227352221056313 0.128658732711483
"us" 0.118448326917382 0.476927043052333 0.0542888165038002 0.344683517860873 0.389363722697056 0.110987791342952 0 0.0897907874652061 0.0381898033225129 0.12242042672263 0.0857724884743219
"any" 0.112102880832523 0.206238721319928 0.260586319218241 0.083559640693545 0.161443494776828 0.221975582685905 0.105782792665726 0.269372362395618 0.190949016612564 0.157397691500525 0.268039026482256
"go" 0.16921189559626 0.14178912090745 0.325732899022801 0.271568832254021 0.303893637226971 0 0.211565585331453 0.0628535512256442 0 0.0699545295557887 0.0107215610592902
"should" 0.135369516477008 0.206238721319928 0.412595005428882 0.16711928138709 0.199430199430199 0.221975582685905 0.105782792665726 0.188560653676933 0.0381898033225129 0.104931794333683 0.0857724884743219
"soon" 0.315157155548035 0.025779840164991 0.0977198697068404 0.104449550866931 0.0854700854700855 0 0.0352609308885755 0.044895393732603 0.0381898033225129 0.0524658971668416 0.0321646831778707
"see" 0.17555734168112 0.219128641402423 0.249728555917481 0.125339461040318 0.227920227920228 0.110987791342952 0.141043723554302 0.0628535512256442 0.0381898033225129 0.174886323889472 0.0321646831778707
"told" 0.211514869495326 0.0128899200824955 0.0542888165038002 0.250678922080635 0.284900284900285 0.110987791342952 0.211565585331453 0.0359163149860824 0.0190949016612564 0.0524658971668416 0.0857724884743219
"before" 0.141714962561868 0.116009280742459 0.130293159609121 0.250678922080635 0.170940170940171 0 0.246826516220028 0.125707102451288 0.114569409967539 0.12242042672263 0.182266538007934
"other" 0.139599813866915 0.180458881154937 0.152008686210641 0.125339461040318 0.161443494776828 0.221975582685905 0.105782792665726 0.188560653676933 0.0763796066450258 0.174886323889472 0.192988099067224
"what" 0.129024070392149 0.206238721319928 0.293159609120521 0.16711928138709 0.180436847103514 0.110987791342952 0.105782792665726 0.0987698662117267 0.0190949016612564 0.0524658971668416 0.139380293770773
"do" 0.0761453530183172 0.296468161897396 0.347448425624321 0.125339461040318 0.303893637226971 0.110987791342952 0.105782792665726 0.0628535512256442 0.0190949016612564 0.279818118223155 0.0750509274150316
"only" 0.118448326917382 0.193348801237432 0.0977198697068404 0.156674326300397 0.151946818613485 0.221975582685905 0.0705218617771509 0.224476968663015 0.171854114951308 0.104931794333683 0.150101854830063
"upon" 0.143830111256821 0.0902294405774684 0.260586319218241 0.135784416127011 0.161443494776828 0 0.141043723554302 0.0808117087186855 0.210043918273821 0.0174886323889472 0.160823415889353
"little" 0.228436059054952 0.051559680329982 0.0325732899022801 0.083559640693545 0.1329534662868 0.110987791342952 0 0.0628535512256442 0.0954745083062822 0.209863588667366 0.0643293663557414
"these" 0.0507635686788781 0.116009280742459 0.0434310532030402 0.104449550866931 0.151946818613485 0.221975582685905 0.211565585331453 0.260393283649098 0.439182738208898 0.227352221056313 0.268039026482256
"road" 0.304581412073269 0 0 0.0522247754334656 0.0379867046533713 0 0.105782792665726 0.00897907874652061 0 0 0.0107215610592902
"way" 0.184017936460933 0.154679040989946 0.162866449511401 0.135784416127011 0.0949667616334283 0 0.141043723554302 0.0269372362395618 0 0.104931794333683 0.0321646831778707
"where" 0.173442192986167 0.025779840164991 0.0217155266015201 0.146229371213704 0.227920227920228 0 0.317348377997179 0.0359163149860824 0 0.0524658971668416 0.139380293770773
"again" 0.192478531240746 0.103119360659964 0.0760043431053203 0.114894505953624 0.180436847103514 0 0.0705218617771509 0.044895393732603 0 0.0174886323889472 0.0857724884743219
"back" 0.209399720800372 0.051559680329982 0.0542888165038002 0.177564236473783 0.161443494776828 0 0.105782792665726 0.00897907874652061 0.0190949016612564 0 0.0428862442371609
"made" 0.158636152121494 0.051559680329982 0.0977198697068404 0.104449550866931 0.0854700854700855 0 0.282087447108604 0.116728023704768 0.248233721596334 0.0349772647778944 0.0857724884743219
"being" 0.154405854731588 0.0386697602474865 0.0760043431053203 0.083559640693545 0.0949667616334283 0.110987791342952 0 0.179581574930412 0.114569409967539 0.104931794333683 0.139380293770773
"negroes" 0.18190278776598 0.025779840164991 0 0 0 0 0.246826516220028 0.188560653676933 0.286423524918847 0.0349772647778944 0.139380293770773
"day" 0.105757434747663 0.0902294405774684 0.0651465798045603 0.177564236473783 0.161443494776828 0 0.0705218617771509 0.0897907874652061 0.210043918273821 0.174886323889472 0.139380293770773
"old" 0.156521003426541 0.128899200824955 0 0.135784416127011 0.284900284900285 0.110987791342952 0 0.0179581574930412 0.0190949016612564 0.104931794333683 0.0643293663557414
"white" 0.133254367782055 0.0644496004124774 0.0325732899022801 0.083559640693545 0.0474833808167142 0.110987791342952 0 0.15264433869085 0.0572847049837693 0.314795383001049 0.214431221185805
"over" 0.17555734168112 0.0773395204949729 0.1085776330076 0.104449550866931 0.0284900284900285 0.110987791342952 0.105782792665726 0.0628535512256442 0.0572847049837693 0.0699545295557887 0.0964940495336121
"every" 0.099411988662803 0.206238721319928 0.0325732899022801 0.104449550866931 0.0854700854700855 0.221975582685905 0.0705218617771509 0.170602496183892 0.114569409967539 0.0174886323889472 0.246595904363675
"many" 0.0803756504082237 0.0902294405774684 0.0651465798045603 0.135784416127011 0.123456790123457 0 0.246826516220028 0.197539732423453 0.190949016612564 0.104931794333683 0.150101854830063
"near" 0.192478531240746 0.025779840164991 0.0217155266015201 0.114894505953624 0.0664767331433998 0 0.282087447108604 0.044895393732603 0.0381898033225129 0.0349772647778944 0.0536078052964512
"come" 0.120563475612336 0.154679040989946 0.195439739413681 0.135784416127011 0.189933523266857 0.443951165371809 0.0705218617771509 0.0179581574930412 0.0190949016612564 0.0524658971668416 0.0214431221185805
"than" 0.0444181225940184 0.232018561484919 0.141150922909881 0.0940045957802381 0.113960113960114 0.221975582685905 0.0705218617771509 0.161623417437371 0.229138819935077 0.192374956278419 0.171544976948644
"first" 0.0867210964930835 0.0773395204949729 0.11943539630836 0.104449550866931 0.123456790123457 0 0.141043723554302 0.170602496183892 0.0763796066450258 0.227352221056313 0.117937171652193
"while" 0.162866449511401 0.0386697602474865 0.0325732899022801 0.125339461040318 0.123456790123457 0 0.105782792665726 0.0628535512256442 0.0763796066450258 0.0874431619447359 0.0321646831778707
"saw" 0.179787639071027 0.0644496004124774 0.0217155266015201 0.0731146856068519 0.113960113960114 0 0.211565585331453 0.00897907874652061 0 0.0349772647778944 0.0857724884743219
"great" 0.114218029527476 0.0902294405774684 0.0760043431053203 0.114894505953624 0.0664767331433998 0.221975582685905 0 0.0897907874652061 0.0763796066450258 0.227352221056313 0.128658732711483
"river" 0.249587546004484 0.0128899200824955 0.01085776330076 0.0208899101733863 0.00949667616334283 0 0 0 0.0190949016612564 0.0349772647778944 0.0107215610592902
"much" 0.129024070392149 0.103119360659964 0.1085776330076 0.083559640693545 0.0854700854700855 0 0 0.116728023704768 0.0954745083062822 0.139909059111577 0.0428862442371609
"now" 0.0613393121536444 0.180458881154937 0.217155266015201 0.104449550866931 0.180436847103514 0.110987791342952 0.0705218617771509 0.044895393732603 0.133664311628795 0.12242042672263 0.117937171652193
"slaves" 0.0148060408646728 0.0386697602474865 0.195439739413681 0.104449550866931 0.056980056980057 0 0.211565585331453 0.341204992367783 0.114569409967539 0.0874431619447359 0.278760587541546
"night" 0.114218029527476 0.051559680329982 0 0.135784416127011 0.123456790123457 0.110987791342952 0.0705218617771509 0.0538744724791236 0.0381898033225129 0.227352221056313 0.171544976948644
"place" 0.118448326917382 0.0128899200824955 0.01085776330076 0.135784416127011 0.123456790123457 0 0.246826516220028 0.125707102451288 0.0572847049837693 0.0349772647778944 0.150101854830063
"last" 0.124793773002242 0.0644496004124774 0.01085776330076 0.083559640693545 0.0949667616334283 0 0 0.116728023704768 0.0572847049837693 0.262329485834208 0.0964940495336121
"people" 0.0359575278142053 0.412477442639856 0.141150922909881 0.104449550866931 0.0854700854700855 0.110987791342952 0.0352609308885755 0.0987698662117267 0.0763796066450258 0.244840853445261 0.107215610592902
"until" 0.131139219087102 0.0128899200824955 0.0760043431053203 0.16711928138709 0.0949667616334283 0.110987791342952 0.176304654442877 0.0628535512256442 0.0572847049837693 0 0.0964940495336121
"such" 0.0507635686788781 0.193348801237432 0.11943539630836 0.114894505953624 0.0474833808167142 0.110987791342952 0.176304654442877 0.15264433869085 0.133664311628795 0.174886323889472 0.139380293770773
"through" 0.152290706036634 0.0386697602474865 0.0542888165038002 0.0208899101733863 0.0949667616334283 0 0.0352609308885755 0.0538744724791236 0.0381898033225129 0.0699545295557887 0.139380293770773
"negro" 0.203054274715512 0.0128899200824955 0.01085776330076 0 0.0189933523266857 0.887902330743618 0.0352609308885755 0.0179581574930412 0.0763796066450258 0 0.0214431221185805
"without" 0.0676847582385042 0.116009280742459 0.206297502714441 0.208899101733863 0.0664767331433998 0.221975582685905 0.0705218617771509 0.0987698662117267 0.0763796066450258 0.0349772647778944 0.0964940495336121
"away" 0.145945259951775 0.0128899200824955 0 0.250678922080635 0.113960113960114 0 0.141043723554302 0.00897907874652061 0.0381898033225129 0.0174886323889472 0.0214431221185805
"t" 0.0211514869495326 0.348027842227378 0.651465798045603 0.0208899101733863 0.0189933523266857 0 0.0352609308885755 0 0.0190949016612564 0.192374956278419 0.0214431221185805
"another" 0.116333178222429 0.051559680329982 0.0434310532030402 0.0522247754334656 0.113960113960114 0 0.105782792665726 0.125707102451288 0.0381898033225129 0.0349772647778944 0.150101854830063
"thought" 0.164981598206354 0.0386697602474865 0.0434310532030402 0.125339461040318 0.0664767331433998 0 0.0352609308885755 0.044895393732603 0.0190949016612564 0.0524658971668416 0
"asked" 0.137484665171962 0.0644496004124774 0.0651465798045603 0.104449550866931 0.142450142450142 0 0.176304654442877 0.0179581574930412 0.0381898033225129 0.0349772647778944 0.0107215610592902
"heard" 0.118448326917382 0.0128899200824955 0.0542888165038002 0.125339461040318 0.0759734093067426 0 0.246826516220028 0.0628535512256442 0.0572847049837693 0.12242042672263 0.0750509274150316
"might" 0.118448326917382 0.0773395204949729 0.0760043431053203 0.0522247754334656 0.0284900284900285 0 0.0352609308885755 0.125707102451288 0.114569409967539 0.0524658971668416 0.128658732711483
"well" 0.105757434747663 0.154679040989946 0.152008686210641 0.0940045957802381 0.0854700854700855 0.110987791342952 0 0.0628535512256442 0.0763796066450258 0.0524658971668416 0.0428862442371609
"know" 0.0613393121536444 0.283578241814901 0.162866449511401 0.0626697305201588 0.104463437796771 0.332963374028857 0 0.0628535512256442 0.0572847049837693 0.157397691500525 0.0750509274150316
"good" 0.143830111256821 0.103119360659964 0.0651465798045603 0.083559640693545 0.0759734093067426 0 0.0352609308885755 0.0359163149860824 0.0381898033225129 0.0874431619447359 0.0107215610592902
"she" 0.173442192986167 0 0 0.135784416127011 0.0759734093067426 0 0 0.00897907874652061 0 0 0.0643293663557414
"like" 0.0972968399678497 0.103119360659964 0.0651465798045603 0.104449550866931 0.123456790123457 0.110987791342952 0.0705218617771509 0.00897907874652061 0.114569409967539 0.174886323889472 0.0536078052964512
"long" 0.129024070392149 0.0644496004124774 0.0434310532030402 0.125339461040318 0.0949667616334283 0.110987791342952 0.0705218617771509 0.0269372362395618 0.0190949016612564 0.0699545295557887 0.0428862442371609
"three" 0.0846059477981302 0.0386697602474865 0.0325732899022801 0.0731146856068519 0.1329534662868 0 0.105782792665726 0.044895393732603 0.210043918273821 0.139909059111577 0.128658732711483
"has" 0.016921189559626 0.167568961072441 0.206297502714441 0.0626697305201588 0.0474833808167142 1.33185349611543 0 0.125707102451288 0.133664311628795 0.209863588667366 0.0964940495336121
"its" 0.107872583442616 0.025779840164991 0.0868621064060803 0.0208899101733863 0.0664767331433998 0.443951165371809 0 0.0718326299721649 0.229138819935077 0.0349772647778944 0.0857724884743219
"took" 0.0930665425779432 0.0773395204949729 0.0760043431053203 0.135784416127011 0.142450142450142 0 0.0352609308885755 0.0538744724791236 0.0381898033225129 0.0174886323889472 0.0964940495336121
"under" 0.0846059477981302 0.025779840164991 0.0651465798045603 0.0731146856068519 0.056980056980057 0 0.176304654442877 0.15264433869085 0.0954745083062822 0 0.171544976948644
"found" 0.09095139388299 0.0386697602474865 0.01085776330076 0.0522247754334656 0.113960113960114 0 0.211565585331453 0.0628535512256442 0.133664311628795 0.0349772647778944 0.182266538007934
"get" 0.107872583442616 0.0128899200824955 0.0977198697068404 0.114894505953624 0.180436847103514 0 0.0705218617771509 0.0179581574930412 0.0572847049837693 0 0.0536078052964512
"can" 0.0105757434747663 0.309358081979892 0.325732899022801 0.083559640693545 0.123456790123457 0.110987791342952 0 0.0179581574930412 0.0572847049837693 0.174886323889472 0.0643293663557414
"going" 0.154405854731588 0.025779840164991 0.0217155266015201 0.083559640693545 0.0854700854700855 0.110987791342952 0.0352609308885755 0 0.0190949016612564 0.0174886323889472 0.0321646831778707
"off" 0.143830111256821 0.0128899200824955 0 0.114894505953624 0.0759734093067426 0 0.0352609308885755 0.044895393732603 0.0190949016612564 0.0174886323889472 0.0428862442371609
"far" 0.126908921697195 0.025779840164991 0.0217155266015201 0.0731146856068519 0.056980056980057 0 0.0352609308885755 0.0808117087186855 0.0572847049837693 0.0699545295557887 0.0321646831778707
"s" 0 0.335137922144883 0.401737242128122 0 0 0 0 0.00897907874652061 0.0190949016612564 0.55963623644631 0
"dixie" 0.198823977325606 0.0128899200824955 0 0 0 0 0 0 0 0 0
"few" 0.109987732137569 0.0386697602474865 0.0434310532030402 0.0940045957802381 0.0379867046533713 0.110987791342952 0.105782792665726 0.044895393732603 0.0763796066450258 0 0.107215610592902
"left" 0.133254367782055 0.025779840164991 0 0.0940045957802381 0.0949667616334283 0 0.141043723554302 0.0269372362395618 0.0190949016612564 0.0174886323889472 0.0214431221185805
"just" 0.118448326917382 0.0386697602474865 0.0542888165038002 0.0313348652600794 0.0949667616334283 0.110987791342952 0.0352609308885755 0.0269372362395618 0.0763796066450258 0.0699545295557887 0.0321646831778707
"miles" 0.131139219087102 0 0 0.0208899101733863 0.0949667616334283 0 0.176304654442877 0.0269372362395618 0.0381898033225129 0 0.0964940495336121
"must" 0.0401878252041118 0.128899200824955 0.11943539630836 0.16711928138709 0.0284900284900285 0.221975582685905 0 0.0718326299721649 0.0763796066450258 0.12242042672263 0.139380293770773
"right" 0.139599813866915 0.0773395204949729 0.0868621064060803 0.0104449550866931 0.0284900284900285 0.332963374028857 0 0.0179581574930412 0.0190949016612564 0.0349772647778944 0.0107215610592902
